internal_sku,cardmarket_id,amount,card_name,set_name,set_code,cn,rarity,rarity_short,lang,is_reverse,rarity_quality,name_es,name_de,name_fr,name_it
733787-0001,733787,1,Zapdos ex,151,MEW,192,Ultra Rare,UR,ESP,False,mixed_powertools,Zapdos ex [Voltaic Float | Multishot Lightning],Zapdos ex [Voltaic Float | Multishot Lightning],Électhor ex [Voltaic Float | Multishot Lightning],Zapdos ex [Voltaic Float | Multishot Lightning]
741264-0001,741264,1,Armarouge ex,Ancient Roar,sv4K,015,Double Rare,RR,JPN,False,normal,Armarouge ex [Crimson Armor | Scorching Bazooka],Crimanzo ex [Crimson Armor | Scorching Bazooka],Carmadura ex [Crimson Armor | Scorching Bazooka],Armarouge ex [Crimson Armor | Scorching Bazooka]
741354-0001,741354,1,Cofagrigus ex,Ancient Roar,sv4K,031,Double Rare,RR,JPN,False,normal,Cofagrigus ex [Gold Coffin | Hollow Hands],Echnatoll ex [Gold Coffin | Hollow Hands],Tutankafer ex [Gold Coffin | Hollow Hands],Cofagrigus ex [Gold Coffin | Hollow Hands]
741325-0001,741325,1,Golisopod ex,Ancient Roar,sv4K,022,Double Rare,RR,JPN,False,normal,Golisopod ex [Aqua Blade | Swing and Skedaddle],Tectass ex [Aqua Blade | Swing and Skedaddle],Sarmuraï ex [Aqua Blade | Swing and Skedaddle],Golisopod ex [Aqua Blade | Swing and Skedaddle]
741429-0001,741429,1,Roaring Moon ex,Ancient Roar,sv4K,054,Double Rare,RR,JPN,False,normal,Bramaluna ex [Frenzied Gouging | Calamity Storm],Donnersichel ex [Frenzied Gouging | Calamity Storm],Rugit-Lune ex [Frenzied Gouging | Calamity Storm],Lunaruggente ex [Frenzied Gouging | Calamity Storm]
741394-0001,741394,1,Sandy Shocks ex,Ancient Roar,sv4K,042,Double Rare,RR,JPN,False,normal,Pelarena ex [Magnetic Absorption | Earthen Spike],Sandfell ex [Magnetic Absorption | Earthen Spike],Pelage-Sablé ex [Magnetic Absorption | Earthen Spike],Peldisabbia ex [Magnetic Absorption | Earthen Spike]
741321-0001,741321,1,Tsareena ex,Ancient Roar,sv4K,020,Double Rare,RR,JPN,False,normal,Tsareena ex [Icicle Sole | Trop Kick],Fruyal ex [Icicle Sole | Trop Kick],Sucreine ex [Icicle Sole | Trop Kick],Tsareena ex [Icicle Sole | Trop Kick]
741487-0001,741487,1,Brute Bonnet,Ancient Roar,sv4K,077,Illustration Rare,IR,JPN,False,normal,Furioseta [Toxic Powder | Rampaging Hammer],Wutpilz [Toxic Powder | Rampaging Hammer],Fongus-Furie [Toxic Powder | Rampaging Hammer],Fungofurioso [Toxic Powder | Rampaging Hammer]
741466-0001,741466,1,Crustle,Ancient Roar,sv4K,067,Illustration Rare,IR,JPN,False,normal,Crustle [Confront | Crag Bash],Castellith [Confront | Crag Bash],Crabaraque [Confront | Crag Bash],Crustle [Confront | Crag Bash]
741483-0001,741483,1,Garbodor,Ancient Roar,sv4K,075,Illustration Rare,IR,JPN,False,normal,Garbodor [Chuck | Venomous Hit],Deponitox [Chuck | Venomous Hit],Miasmax [Chuck | Venomous Hit],Garbodor [Chuck | Venomous Hit]
741479-0001,741479,1,Garganacl,Ancient Roar,sv4K,073,Illustration Rare,IR,JPN,False,normal,Garganacl [Energizing Rock Salt | Land Crush],Saltigant [Energizing Rock Salt | Land Crush],Gigansel [Energizing Rock Salt | Land Crush],Garganacl [Energizing Rock Salt | Land Crush]
741489-0001,741489,1,Loudred,Ancient Roar,sv4K,078,Illustration Rare,IR,JPN,False,normal,Loudred [Body Slam | Mega Impact],Krakeelo [Body Slam | Mega Impact],Ramboum [Body Slam | Mega Impact],Loudred [Body Slam | Mega Impact]
741468-0001,741468,1,Magby,Ancient Roar,sv4K,068,Illustration Rare,IR,JPN,False,normal,Magby [Scorching Heater],Magby [Scorching Heater],Magby [Scorching Heater],Magby [Scorching Heater]
741477-0001,741477,1,Mienshao,Ancient Roar,sv4K,072,Illustration Rare,IR,JPN,False,normal,Mienshao [Three-Step Strike | Whip Expert],Wie-Shu [Three-Step Strike | Whip Expert],Shaofouine [Three-Step Strike | Whip Expert],Mienshao [Three-Step Strike | Whip Expert]
741485-0001,741485,1,Morpeko,Ancient Roar,sv4K,076,Illustration Rare,IR,JPN,False,normal,Morpeko [In a Hungry Hurry | Energizer Wheel],Morpeko [In a Hungry Hurry | Energizer Wheel],Morpeko [In a Hungry Hurry | Energizer Wheel],Morpeko [In a Hungry Hurry | Energizer Wheel]
741474-0001,741474,1,Scream Tail,Ancient Roar,sv4K,071,Illustration Rare,IR,JPN,False,normal,Colagrito [Slap | Roaring Scream],Brüllschweif [Slap | Roaring Scream],Hurle-Queue [Slap | Roaring Scream],Codaurlante [Slap | Roaring Scream]
741481-0001,741481,1,Slither Wing,Ancient Roar,sv4K,074,Illustration Rare,IR,JPN,False,normal,Reptalada [Stomp Off | Burning Turbulence],Kriechflügel [Stomp Off | Burning Turbulence],Rampe-Ailes [Stomp Off | Burning Turbulence],Alirasenti [Stomp Off | Burning Turbulence]
741472-0001,741472,1,Veluza,Ancient Roar,sv4K,070,Illustration Rare,IR,JPN,False,normal,Veluza [Fillet Memento | Hydro Pump],Agiluza [Fillet Memento | Hydro Pump],Délestin [Fillet Memento | Hydro Pump],Veluza [Fillet Memento | Hydro Pump]
741470-0001,741470,1,Wimpod,Ancient Roar,sv4K,069,Illustration Rare,IR,JPN,False,normal,Wimpod [Sneaky Snacking | Ram],Reißlaus [Sneaky Snacking | Ram],Sovkipou [Sneaky Snacking | Ram],Wimpod [Sneaky Snacking | Ram]
741525-0001,741525,1,Darkness Energy,Ancient Roar,sv4K,095,Secret Rare,SR,JPN,False,normal,Energía Oscura,Finsternis-Energie,Énergie Obscurité,Energia Oscurità
741521-0001,741521,1,Luxurious Cape,Ancient Roar,sv4K,094,Secret Rare,SR,JPN,False,normal,Capa Lujosa,Luxuriöser Umhang,,
741518-0001,741518,1,Roaring Moon ex,Ancient Roar,sv4K,093,Secret Rare,SR,JPN,False,normal,Bramaluna ex [Frenzied Gouging | Calamity Storm],Donnersichel ex [Frenzied Gouging | Calamity Storm],Rugit-Lune ex [Frenzied Gouging | Calamity Storm],Lunaruggente ex [Frenzied Gouging | Calamity Storm]
741508-0001,741508,1,Golisopod ex,Ancient Roar,sv4K,088,Special Illustration Rare,SAR,JPN,False,normal,Golisopod ex [Aqua Blade | Swing and Skedaddle],Tectass ex [Aqua Blade | Swing and Skedaddle],Sarmuraï ex [Aqua Blade | Swing and Skedaddle],Golisopod ex [Aqua Blade | Swing and Skedaddle]
741516-0001,741516,1,Mela,Ancient Roar,sv4K,092,Special Illustration Rare,SAR,JPN,False,normal,Melo,Irsa,Meloco,Pruna
741513-0001,741513,1,Professor Sada's Vitality,Ancient Roar,sv4K,091,Special Illustration Rare,SAR,JPN,False,normal,Vitalidad de la Profesora Albora,Professor Antiquas Vitalität,,
741511-0001,741511,1,Roaring Moon ex,Ancient Roar,sv4K,090,Special Illustration Rare,SAR,JPN,False,normal,Bramaluna ex [Frenzied Gouging | Calamity Storm],Donnersichel ex [Frenzied Gouging | Calamity Storm],Rugit-Lune ex [Frenzied Gouging | Calamity Storm],Lunaruggente ex [Frenzied Gouging | Calamity Storm]
741509-0001,741509,1,Sandy Shocks ex,Ancient Roar,sv4K,089,Special Illustration Rare,SAR,JPN,False,normal,Pelarena ex [Magnetic Absorption | Earthen Spike],Sandfell ex [Magnetic Absorption | Earthen Spike],Pelage-Sablé ex [Magnetic Absorption | Earthen Spike],Peldisabbia ex [Magnetic Absorption | Earthen Spike]
741493-0001,741493,1,Armarouge ex,Ancient Roar,sv4K,079,Ultra Rare,UR,JPN,False,mixed_powertools,Armarouge ex [Crimson Armor | Scorching Bazooka],Crimanzo ex [Crimson Armor | Scorching Bazooka],Carmadura ex [Crimson Armor | Scorching Bazooka],Armarouge ex [Crimson Armor | Scorching Bazooka]
741499-0001,741499,1,Cofagrigus ex,Ancient Roar,sv4K,082,Ultra Rare,UR,JPN,False,mixed_powertools,Cofagrigus ex [Gold Coffin | Hollow Hands],Echnatoll ex [Gold Coffin | Hollow Hands],Tutankafer ex [Gold Coffin | Hollow Hands],Cofagrigus ex [Gold Coffin | Hollow Hands]
741498-0001,741498,1,Golisopod ex,Ancient Roar,sv4K,081,Ultra Rare,UR,JPN,False,mixed_powertools,Golisopod ex [Aqua Blade | Swing and Skedaddle],Tectass ex [Aqua Blade | Swing and Skedaddle],Sarmuraï ex [Aqua Blade | Swing and Skedaddle],Golisopod ex [Aqua Blade | Swing and Skedaddle]
741507-0001,741507,1,Mela,Ancient Roar,sv4K,087,Ultra Rare,UR,JPN,False,mixed_powertools,Melo,Irsa,Meloco,Pruna
741506-0001,741506,1,Norman,Ancient Roar,sv4K,086,Ultra Rare,UR,JPN,False,mixed_powertools,,,,
741505-0001,741505,1,Professor Sada's Vitality,Ancient Roar,sv4K,085,Ultra Rare,UR,JPN,False,mixed_powertools,Vitalidad de la Profesora Albora,Professor Antiquas Vitalität,,
741504-0001,741504,1,Roaring Moon ex,Ancient Roar,sv4K,084,Ultra Rare,UR,JPN,False,mixed_powertools,Bramaluna ex [Frenzied Gouging | Calamity Storm],Donnersichel ex [Frenzied Gouging | Calamity Storm],Rugit-Lune ex [Frenzied Gouging | Calamity Storm],Lunaruggente ex [Frenzied Gouging | Calamity Storm]
741502-0001,741502,1,Sandy Shocks ex,Ancient Roar,sv4K,083,Ultra Rare,UR,JPN,False,mixed_powertools,Pelarena ex [Magnetic Absorption | Earthen Spike],Sandfell ex [Magnetic Absorption | Earthen Spike],Pelage-Sablé ex [Magnetic Absorption | Earthen Spike],Peldisabbia ex [Magnetic Absorption | Earthen Spike]
741496-0001,741496,1,Tsareena ex,Ancient Roar,sv4K,080,Ultra Rare,UR,JPN,False,mixed_powertools,Tsareena ex [Icicle Sole | Trop Kick],Fruyal ex [Icicle Sole | Trop Kick],Sucreine ex [Icicle Sole | Trop Kick],Tsareena ex [Icicle Sole | Trop Kick]
869695-0002,869695,1,Azumarill ex,Ascended Heroes,ASC,084,Double Rare,RR,ENG,False,normal,Azumarill ex [Bubble Gathering | Energized Balloon],Azumarill ex [Bubble Gathering | Energized Balloon],Azumarill ex [Bubble Gathering | Energized Balloon],Azumarill ex [Bubble Gathering | Energized Balloon]
869695-0001,869695,1,Azumarill ex,Ascended Heroes,ASC,084,Double Rare,RR,ESP,False,normal,Azumarill ex [Bubble Gathering | Energized Balloon],Azumarill ex [Bubble Gathering | Energized Balloon],Azumarill ex [Bubble Gathering | Energized Balloon],Azumarill ex [Bubble Gathering | Energized Balloon]
869649-0002,869649,1,Cinderace ex,Ascended Heroes,ASC,038,Double Rare,RR,ENG,False,normal,Cinderace ex [Flare Strike | Garnet Volley],Liberlo ex [Flare Strike | Garnet Volley],Pyrobut ex [Flare Strike | Garnet Volley],Cinderace ex [Flare Strike | Garnet Volley]
869649-0001,869649,1,Cinderace ex,Ascended Heroes,ASC,038,Double Rare,RR,ESP,False,normal,Cinderace ex [Flare Strike | Garnet Volley],Liberlo ex [Flare Strike | Garnet Volley],Pyrobut ex [Flare Strike | Garnet Volley],Cinderace ex [Flare Strike | Garnet Volley]
869722-0002,869722,1,Cynthia's Garchomp ex,Ascended Heroes,ASC,111,Double Rare,RR,ENG,False,normal,Garchomp ex de Cintia [Corkscrew Dive | Draconic Buster],Cynthias Knakrack ex [Corkscrew Dive | Draconic Buster],Carchacrok ex de Cynthia [Corkscrew Dive | Draconic Buster],Garchomp ex di Camilla [Corkscrew Dive | Draconic Buster]
869722-0001,869722,1,Cynthia's Garchomp ex,Ascended Heroes,ASC,111,Double Rare,RR,ESP,False,normal,Garchomp ex de Cintia [Corkscrew Dive | Draconic Buster],Cynthias Knakrack ex [Corkscrew Dive | Draconic Buster],Carchacrok ex de Cynthia [Corkscrew Dive | Draconic Buster],Garchomp ex di Camilla [Corkscrew Dive | Draconic Buster]
869771-0002,869771,1,Dragapult ex,Ascended Heroes,ASC,160,Double Rare,RR,ENG,False,normal,Dragapult ex [Jet Headbutt | Phantom Dive],Katapuldra ex [Jet Headbutt | Phantom Dive],Lanssorien ex [Jet Headbutt | Phantom Dive],Dragapult ex [Jet Headbutt | Phantom Dive]
869771-0001,869771,1,Dragapult ex,Ascended Heroes,ASC,160,Double Rare,RR,ESP,False,normal,Dragapult ex [Jet Headbutt | Phantom Dive],Katapuldra ex [Jet Headbutt | Phantom Dive],Lanssorien ex [Jet Headbutt | Phantom Dive],Dragapult ex [Jet Headbutt | Phantom Dive]
869614-0002,869614,1,Erika's Vileplume ex,Ascended Heroes,ASC,003,Double Rare,RR,ENG,False,normal,Vileplume de Erika ex [Lovely Fragance | Bloom Powder],Erikas Giflor ex [Lovely Fragance | Bloom Powder],Rafflesia de Erika ex [Lovely Fragance | Bloom Powder],Vileplume di Erika ex [Lovely Fragance | Bloom Powder]
869614-0001,869614,1,Erika's Vileplume ex,Ascended Heroes,ASC,003,Double Rare,RR,ESP,False,normal,Vileplume de Erika ex [Lovely Fragance | Bloom Powder],Erikas Giflor ex [Lovely Fragance | Bloom Powder],Rafflesia de Erika ex [Lovely Fragance | Bloom Powder],Vileplume di Erika ex [Lovely Fragance | Bloom Powder]
869637-0002,869637,1,Ethan's Ho-Oh ex,Ascended Heroes,ASC,026,Double Rare,RR,ENG,False,normal,Ho-Oh ex de Eco [Golden Flame | Shining Feathers],Klarins Ho-Oh ex [Golden Flame | Shining Feathers],Ho-Oh ex de Luth [Golden Flame | Shining Feathers],Ho-Oh ex di Armonio [Golden Flame | Shining Feathers]
869637-0001,869637,1,Ethan's Ho-Oh ex,Ascended Heroes,ASC,026,Double Rare,RR,ESP,False,normal,Ho-Oh ex de Eco [Golden Flame | Shining Feathers],Klarins Ho-Oh ex [Golden Flame | Shining Feathers],Ho-Oh ex de Luth [Golden Flame | Shining Feathers],Ho-Oh ex di Armonio [Golden Flame | Shining Feathers]
869753-0002,869753,1,Fezandipiti ex,Ascended Heroes,ASC,142,Double Rare,RR,ENG,False,normal,Fezandipiti ex [Flip the Script | Cruel Arrow],Beatori ex [Flip the Script | Cruel Arrow],Favianos ex [Flip the Script | Cruel Arrow],Fezandipiti ex [Flip the Script | Cruel Arrow]
869753-0001,869753,1,Fezandipiti ex,Ascended Heroes,ASC,142,Double Rare,RR,ESP,False,normal,Fezandipiti ex [Flip the Script | Cruel Arrow],Beatori ex [Flip the Script | Cruel Arrow],Favianos ex [Flip the Script | Cruel Arrow],Fezandipiti ex [Flip the Script | Cruel Arrow]
869679-0002,869679,1,Hop's Pincurchin ex,Ascended Heroes,ASC,068,Double Rare,RR,ENG,False,normal,Pincurchin de Paul ex [Counterattack Quills | Spiky Thunder],Hops Britzigel ex [Counterattack Quills | Spiky Thunder],Wattapik de Nabil ex [Counterattack Quills | Spiky Thunder],Pincurchin di Hop ex [Counterattack Quills | Spiky Thunder]
869679-0001,869679,1,Hop's Pincurchin ex,Ascended Heroes,ASC,068,Double Rare,RR,ESP,False,normal,Pincurchin de Paul ex [Counterattack Quills | Spiky Thunder],Hops Britzigel ex [Counterattack Quills | Spiky Thunder],Wattapik de Nabil ex [Counterattack Quills | Spiky Thunder],Pincurchin di Hop ex [Counterattack Quills | Spiky Thunder]
869681-0002,869681,1,Iono's Bellibolt ex,Ascended Heroes,ASC,070,Double Rare,RR,ENG,False,normal,Bellibolt ex de e-Nigma [Electric Streamer | Thunderous Bolt],Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt],Ampibidou ex de Mashynn [Electric Streamer | Thunderous Bolt],Bellibolt ex di Kissara [Electric Streamer | Thunderous Bolt]
869681-0001,869681,1,Iono's Bellibolt ex,Ascended Heroes,ASC,070,Double Rare,RR,ESP,False,normal,Bellibolt ex de e-Nigma [Electric Streamer | Thunderous Bolt],Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt],Ampibidou ex de Mashynn [Electric Streamer | Thunderous Bolt],Bellibolt ex di Kissara [Electric Streamer | Thunderous Bolt]
869732-0002,869732,1,Koraidon ex,Ascended Heroes,ASC,121,Double Rare,RR,ENG,False,normal,Koraidon ex [Orichalcum Fang | Impact Blow],Koraidon ex [Orichalcum Fang | Impact Blow],Koraidon ex [Orichalcum Fang | Impact Blow],Koraidon ex [Orichalcum Fang | Impact Blow]
869732-0001,869732,1,Koraidon ex,Ascended Heroes,ASC,121,Double Rare,RR,ESP,False,normal,Koraidon ex [Orichalcum Fang | Impact Blow],Koraidon ex [Orichalcum Fang | Impact Blow],Koraidon ex [Orichalcum Fang | Impact Blow],Koraidon ex [Orichalcum Fang | Impact Blow]
869775-0002,869775,1,Larry's Dudunsparce ex,Ascended Heroes,ASC,164,Double Rare,RR,ENG,False,normal,Dudunsparce ex de Laureano [Work Rush],Aokis Dummimisel ex [Work Rush],Deusolourdo ex de Okuba [Work Rush],Dudunsparce ex di Ubaldo [Work Rush]
869775-0001,869775,1,Larry's Dudunsparce ex,Ascended Heroes,ASC,164,Double Rare,RR,ESP,False,normal,Dudunsparce ex de Laureano [Work Rush],Aokis Dummimisel ex [Work Rush],Deusolourdo ex de Okuba [Work Rush],Dudunsparce ex di Ubaldo [Work Rush]
869687-0002,869687,1,Lillie's Clefairy ex,Ascended Heroes,ASC,076,Double Rare,RR,ENG,False,normal,Clefairy ex de Lylia [Fairy Zone | Full Moon Rondo],Lillys Piepi ex [Fairy Zone | Full Moon Rondo],Mélofée ex de Lilie [Fairy Zone | Full Moon Rondo],Clefairy ex di Lylia [Fairy Zone | Full Moon Rondo]
869687-0001,869687,1,Lillie's Clefairy ex,Ascended Heroes,ASC,076,Double Rare,RR,ESP,False,normal,Clefairy ex de Lylia [Fairy Zone | Full Moon Rondo],Lillys Piepi ex [Fairy Zone | Full Moon Rondo],Mélofée ex de Lilie [Fairy Zone | Full Moon Rondo],Clefairy ex di Lylia [Fairy Zone | Full Moon Rondo]
869750-0002,869750,1,Mandibuzz ex,Ascended Heroes,ASC,139,Double Rare,RR,ENG,False,normal,Mandibuzz ex [Bone Shot | Vulture Claw],Grypheldis ex [Bone Shot | Vulture Claw],Vaututrice ex [Bone Shot | Vulture Claw],Mandibuzz ex [Bone Shot | Vulture Claw]
869750-0001,869750,1,Mandibuzz ex,Ascended Heroes,ASC,139,Double Rare,RR,ESP,False,normal,Mandibuzz ex [Bone Shot | Vulture Claw],Grypheldis ex [Bone Shot | Vulture Claw],Vaututrice ex [Bone Shot | Vulture Claw],Mandibuzz ex [Bone Shot | Vulture Claw]
869783-0002,869783,1,Mega Audino ex,Ascended Heroes,ASC,172,Double Rare,RR,ENG,False,normal,Mega Audino ex [Kaleidowaltz | Ear Force],Mega Ohrdoch ex [Kaleidowaltz | Ear Force],Mega Nanméouïe ex [Kaleidowaltz | Ear Force],Mega Audino ex [Kaleidowaltz | Ear Force]
869783-0001,869783,1,Mega Audino ex,Ascended Heroes,ASC,172,Double Rare,RR,ESP,False,normal,Mega Audino ex [Kaleidowaltz | Ear Force],Mega Ohrdoch ex [Kaleidowaltz | Ear Force],Mega Nanméouïe ex [Kaleidowaltz | Ear Force],Mega Audino ex [Kaleidowaltz | Ear Force]
869633-0002,869633,1,Mega Charizard Y ex,Ascended Heroes,ASC,022,Double Rare,RR,ENG,False,normal,Mega Charizard Y ex [Explosion Y],Mega Glurak Y ex [Explosion Y],Mega Dracaufeu Y ex [Explosion Y],Mega Charizard Y ex [Explosion Y]
869633-0001,869633,1,Mega Charizard Y ex,Ascended Heroes,ASC,022,Double Rare,RR,ESP,False,normal,Mega Charizard Y ex [Explosion Y],Mega Glurak Y ex [Explosion Y],Mega Dracaufeu Y ex [Explosion Y],Mega Charizard Y ex [Explosion Y]
869763-0002,869763,1,Mega Dragonite ex,Ascended Heroes,ASC,152,Double Rare,RR,ENG,False,normal,Mega Dragonite ex [Sky Transport | Ryuno Glide],Mega Dragoran ex [Sky Transport | Ryuno Glide],Mega Dracolosse ex [Sky Transport | Ryuno Glide],Mega Dragonite ex [Sky Transport | Ryuno Glide]
869763-0001,869763,1,Mega Dragonite ex,Ascended Heroes,ASC,152,Double Rare,RR,ESP,False,normal,Mega Dragonite ex [Sky Transport | Ryuno Glide],Mega Dragoran ex [Sky Transport | Ryuno Glide],Mega Dracolosse ex [Sky Transport | Ryuno Glide],Mega Dragonite ex [Sky Transport | Ryuno Glide]
869672-0002,869672,1,Mega Eelektross ex,Ascended Heroes,ASC,061,Double Rare,RR,ENG,False,normal,Mega Eelektross ex [Split Bomb | Disaster Shock],Mega Zapplarang ex [Split Bomb | Disaster Shock],Mega Ohmassacre ex [Split Bomb | Disaster Shock],Mega Eelektross ex [Split Bomb | Disaster Shock]
869672-0001,869672,1,Mega Eelektross ex,Ascended Heroes,ASC,061,Double Rare,RR,ESP,False,normal,Mega Eelektross ex [Split Bomb | Disaster Shock],Mega Zapplarang ex [Split Bomb | Disaster Shock],Mega Ohmassacre ex [Split Bomb | Disaster Shock],Mega Eelektross ex [Split Bomb | Disaster Shock]
869642-0002,869642,1,Mega Emboar ex,Ascended Heroes,ASC,031,Double Rare,RR,ENG,False,normal,Mega Emboar ex [Crimson Blast],Mega Flambirex ex [Crimson Blast],Mega Roitiflam ex [Crimson Blast],Mega Emboar ex [Crimson Blast]
869642-0001,869642,1,Mega Emboar ex,Ascended Heroes,ASC,031,Double Rare,RR,ESP,False,normal,Mega Emboar ex [Crimson Blast],Mega Flambirex ex [Crimson Blast],Mega Roitiflam ex [Crimson Blast],Mega Emboar ex [Crimson Blast]
869654-0002,869654,1,Mega Feraligatr ex,Ascended Heroes,ASC,043,Double Rare,RR,ENG,False,normal,Mega Feraligatr ex [Mortal Crunch],Mega Impergator ex [Mortal Crunch],Mega Aligatueur ex [Mortal Crunch],Mega Feraligatr ex [Mortal Crunch]
869654-0001,869654,1,Mega Feraligatr ex,Ascended Heroes,ASC,043,Double Rare,RR,ESP,False,normal,Mega Feraligatr ex [Mortal Crunch],Mega Impergator ex [Mortal Crunch],Mega Aligatueur ex [Mortal Crunch],Mega Feraligatr ex [Mortal Crunch]
869658-0002,869658,1,Mega Froslass ex,Ascended Heroes,ASC,047,Double Rare,RR,ENG,False,normal,Mega Froslass ex [Resentful Refrain | Absolute Snow],Mega Frosdedje ex [Resentful Refrain | Absolute Snow],Mega Momartik ex [Resentful Refrain | Absolute Snow],Mega Froslass ex [Resentful Refrain | Absolute Snow]
869658-0001,869658,1,Mega Froslass ex,Ascended Heroes,ASC,047,Double Rare,RR,ESP,False,normal,Mega Froslass ex [Resentful Refrain | Absolute Snow],Mega Frosdedje ex [Resentful Refrain | Absolute Snow],Mega Momartik ex [Resentful Refrain | Absolute Snow],Mega Froslass ex [Resentful Refrain | Absolute Snow]
869700-0002,869700,1,Mega Gardevoir ex,Ascended Heroes,ASC,089,Double Rare,RR,ENG,False,normal,Mega Gardevoir ex [Overflowing Wishes | Mega Symphonia],Mega Guardevoir ex [Overflowing Wishes | Mega Symphonia],Mega Gardevoir ex [Overflowing Wishes | Mega Symphonia],Mega Gardevoir ex [Overflowing Wishes | Mega Symphonia]
869700-0001,869700,1,Mega Gardevoir ex,Ascended Heroes,ASC,089,Double Rare,RR,ESP,False,normal,Mega Gardevoir ex [Overflowing Wishes | Mega Symphonia],Mega Guardevoir ex [Overflowing Wishes | Mega Symphonia],Mega Gardevoir ex [Overflowing Wishes | Mega Symphonia],Mega Gardevoir ex [Overflowing Wishes | Mega Symphonia]
